,게시글번호,"구분(성별, 연령별)",확진자,확진률,치명률,사망자,사망률,등록일시분초,수정일시분초
4371,3439,60-69,5052,15.40,1.23,62,12.02,2020-11-27 09:00:00.000,2021-10-07 14:17:35.398
4372,3438,50-59,5971,18.20,0.40,24,4.65,2020-11-27 09:00:00.000,2021-10-07 14:17:35.398
4373,3437,40-49,4574,13.94,0.09,4,0.78,2020-11-27 09:00:00.000,2021-10-07 14:17:35.398
4374,3436,30-39,4183,12.75,0.05,2,0.39,2020-11-27 09:00:00.000,2021-10-07 14:17:35.398
4375,3435,20-29,6238,19.01,0.00,0,0.00,2020-11-27 09:00:00.000,2021-10-07 14:17:35.398
4376,3434,10-19,1921,5.86,0.00,0,0.00,2020-11-27 09:00:00.000,2021-10-07 14:17:35.398
4377,3433,0-9,946,2.88,0.00,0,0.00,2020-11-27 09:00:00.000,2021-10-07 14:17:35.398
4378,3432,남성,15314,47.48,1.77,271,52.62,2020-11-26 09:00:00.000,2021-10-07 14:17:35.398
4379,3431,여성,16939,52.52,1.44,244,47.38,2020-11-26 09:00:00.000,2021-10-07 14:17:35.398
4380,3430,80 이상,1354,4.20,18.91,256,49.71,2020-11-26 09:00:00.000,2021-10-07 14:17:35.398
4381,3429,70-79,2516,7.80,6.64,167,32.43,2020-11-26 09:00:00.000,2021-10-07 14:17:35.398
4382,3428,60-69,4984,15.45,1.24,62,12.04,2020-11-26 09:00:00.000,2021-10-07 14:17:35.398
4383,3427,50-59,5855,18.15,0.41,24,4.66,2020-11-26 09:00:00.000,2021-10-07 14:17:35.398
4384,3426,40-49,4478,13.88,0.09,4,0.78,2020-11-26 09:00:00.000,2021-10-07 14:17:35.398
4385,3425,30-39,4103,12.72,0.05,2,0.39,2020-11-26 09:00:00.000,2021-10-07 14:17:35.398
4386,3424,20-29,6157,19.09,0.00,0,0.00,2020-11-26 09:00:00.000,2021-10-07 14:17:35.398
4387,3423,10-19,1881,5.83,0.00,0,0.00,2020-11-26 09:00:00.000,2021-10-07 14:17:35.398
4388,3422,0-9,925,2.87,0.00,0,0.00,2020-11-26 09:00:00.000,2021-10-07 14:17:35.398
4389,3421,남성,15020,47.42,1.79,269,52.44,2020-11-25 09:00:00.000,2021-10-07 14:17:35.398
4390,3420,여성,16652,52.58,1.47,244,47.56,2020-11-25 09:00:00.000,2021-10-07 14:17:35.398
4391,3419,80 이상,1345,4.25,19.03,256,49.90,2020-11-25 09:00:00.000,2021-10-07 14:17:35.398
4392,3418,70-79,2488,7.86,6.63,165,32.16,2020-11-25 09:00:00.000,2021-10-07 14:17:35.398
4393,3417,60-69,4912,15.51,1.26,62,12.09,2020-11-25 09:00:00.000,2021-10-07 14:17:35.398
4394,3416,50-59,5760,18.19,0.42,24,4.68,2020-11-25 09:00:00.000,2021-10-07 14:17:35.398
4395,3415,40-49,4385,13.85,0.09,4,0.78,2020-11-25 09:00:00.000,2021-10-07 14:17:35.398
4396,3414,30-39,4022,12.70,0.05,2,0.39,2020-11-25 09:00:00.000,2021-10-07 14:17:35.398
4397,3413,20-29,6032,19.05,0.00,0,0.00,2020-11-25 09:00:00.000,2021-10-07 14:17:35.398
4398,3412,10-19,1824,5.76,0.00,0,0.00,2020-11-25 09:00:00.000,2021-10-07 14:17:35.398
4399,3411,0-9,904,2.85,0.00,0,0.00,2020-11-25 09:00:00.000,2021-10-07 14:17:35.398
4400,3410,남성,14814,47.34,1.81,268,52.55,2020-11-24 09:00:00.000,2021-10-07 14:17:35.398
4401,3409,여성,16476,52.66,1.47,242,47.45,2020-11-24 09:00:00.000,2021-10-07 14:17:35.398
4402,3408,80 이상,1335,4.27,19.18,256,50.20,2020-11-24 09:00:00.000,2021-10-07 14:17:35.398
4403,3407,70-79,2464,7.87,6.62,163,31.96,2020-11-24 09:00:00.000,2021-10-07 14:17:35.398
4404,3406,60-69,4866,15.55,1.25,61,11.96,2020-11-24 09:00:00.000,2021-10-07 14:17:35.398
4405,3405,50-59,5688,18.18,0.42,24,4.71,2020-11-24 09:00:00.000,2021-10-07 14:17:35.398
4406,3404,40-49,4310,13.77,0.09,4,0.78,2020-11-24 09:00:00.000,2021-10-07 14:17:35.398
4407,3403,30-39,3961,12.66,0.05,2,0.39,2020-11-24 09:00:00.000,2021-10-07 14:17:35.398
4408,3402,20-29,5980,19.11,0.00,0,0.00,2020-11-24 09:00:00.000,2021-10-07 14:17:35.398
4409,3401,10-19,1793,5.73,0.00,0,0.00,2020-11-24 09:00:00.000,2021-10-07 14:17:35.398
4410,3400,0-9,893,2.85,0.00,0,0.00,2020-11-24 09:00:00.000,2021-10-07 14:17:35.398
4411,3399,남성,14624,47.26,1.83,267,52.46,2020-11-23 09:00:00.000,2021-10-07 14:17:35.398
4412,3398,여성,16317,52.74,1.48,242,47.54,2020-11-23 09:00:00.000,2021-10-07 14:17:35.398
4413,3397,80 이상,1328,4.29,19.20,255,50.10,2020-11-23 09:00:00.000,2021-10-07 14:17:35.398
4414,3396,70-79,2439,7.88,6.68,163,32.02,2020-11-23 09:00:00.000,2021-10-07 14:17:35.398
4415,3395,60-69,4823,15.59,1.26,61,11.98,2020-11-23 09:00:00.000,2021-10-07 14:17:35.398
4416,3394,50-59,5626,18.18,0.43,24,4.72,2020-11-23 09:00:00.000,2021-10-07 14:17:35.398
4417,3393,40-49,4250,13.74,0.09,4,0.79,2020-11-23 09:00:00.000,2021-10-07 14:17:35.398
4418,3392,30-39,3908,12.63,0.05,2,0.39,2020-11-23 09:00:00.000,2021-10-07 14:17:35.398
4419,3391,20-29,5914,19.11,0.00,0,0.00,2020-11-23 09:00:00.000,2021-10-07 14:17:35.398
4420,3390,10-19,1776,5.74,0.00,0,0.00,2020-11-23 09:00:00.000,2021-10-07 14:17:35.398
4421,3389,0-9,877,2.83,0.00,0,0.00,2020-11-23 09:00:00.000,2021-10-07 14:17:35.398
4422,3388,남성,14496,47.26,1.83,265,52.48,2020-11-22 09:00:00.000,2021-10-07 14:17:35.398
4423,3387,여성,16174,52.74,1.48,240,47.52,2020-11-22 09:00:00.000,2021-10-07 14:17:35.398
4424,3386,80 이상,1319,4.30,19.26,254,50.30,2020-11-22 09:00:00.000,2021-10-07 14:17:35.398
4425,3385,70-79,2422,7.90,6.65,161,31.88,2020-11-22 09:00:00.000,2021-10-07 14:17:35.398
4426,3384,60-69,4803,15.66,1.27,61,12.08,2020-11-22 09:00:00.000,2021-10-07 14:17:35.398
4427,3383,50-59,5576,18.18,0.41,23,4.55,2020-11-22 09:00:00.000,2021-10-07 14:17:35.398
4428,3382,40-49,4201,13.70,0.10,4,0.79,2020-11-22 09:00:00.000,2021-10-07 14:17:35.398
4429,3381,30-39,3867,12.61,0.05,2,0.40,2020-11-22 09:00:00.000,2021-10-07 14:17:35.398
4430,3380,20-29,5873,19.15,0.00,0,0.00,2020-11-22 09:00:00.000,2021-10-07 14:17:35.398
4431,3379,10-19,1755,5.72,0.00,0,0.00,2020-11-22 09:00:00.000,2021-10-07 14:17:35.398
4432,3378,0-9,854,2.78,0.00,0,0.00,2020-11-22 09:00:00.000,2021-10-07 14:17:35.398
4433,3377,남성,14323,47.21,1.84,264,52.49,2020-11-21 09:00:00.000,2021-10-07 14:17:35.398
4434,3376,여성,16017,52.79,1.49,239,47.51,2020-11-21 09:00:00.000,2021-10-07 14:17:35.398
4435,3375,80 이상,1308,4.31,19.34,253,50.30,2020-11-21 09:00:00.000,2021-10-07 14:17:35.398
4436,3374,70-79,2404,7.92,6.66,160,31.81,2020-11-21 09:00:00.000,2021-10-07 14:17:35.398
4437,3373,60-69,4771,15.73,1.28,61,12.13,2020-11-21 09:00:00.000,2021-10-07 14:17:35.398
4438,3372,50-59,5520,18.19,0.42,23,4.57,2020-11-21 09:00:00.000,2021-10-07 14:17:35.398
4439,3371,40-49,4137,13.64,0.10,4,0.80,2020-11-21 09:00:00.000,2021-10-07 14:17:35.398
4440,3370,30-39,3820,12.59,0.05,2,0.40,2020-11-21 09:00:00.000,2021-10-07 14:17:35.398
4441,3369,20-29,5808,19.14,0.00,0,0.00,2020-11-21 09:00:00.000,2021-10-07 14:17:35.398
4442,3368,10-19,1735,5.72,0.00,0,0.00,2020-11-21 09:00:00.000,2021-10-07 14:17:35.398
4443,3367,0-9,837,2.76,0.00,0,0.00,2020-11-21 09:00:00.000,2021-10-07 14:17:35.398
4444,3366,남성,14113,47.12,1.86,263,52.50,2020-11-20 09:00:00.000,2021-10-07 14:17:35.398
4445,3365,여성,15841,52.88,1.50,238,47.50,2020-11-20 09:00:00.000,2021-10-07 14:17:35.398
4446,3364,80 이상,1302,4.35,19.43,253,50.50,2020-11-20 09:00:00.000,2021-10-07 14:17:35.398
4447,3363,70-79,2381,7.95,6.68,159,31.74,2020-11-20 09:00:00.000,2021-10-07 14:17:35.398
4448,3362,60-69,4734,15.80,1.27,60,11.98,2020-11-20 09:00:00.000,2021-10-07 14:17:35.398
4449,3361,50-59,5464,18.24,0.42,23,4.59,2020-11-20 09:00:00.000,2021-10-07 14:17:35.398
4450,3360,40-49,4081,13.62,0.10,4,0.80,2020-11-20 09:00:00.000,2021-10-07 14:17:35.398
4451,3359,30-39,3771,12.59,0.05,2,0.40,2020-11-20 09:00:00.000,2021-10-07 14:17:35.398
4452,3358,20-29,5700,19.03,0.00,0,0.00,2020-11-20 09:00:00.000,2021-10-07 14:17:35.398
4453,3357,10-19,1699,5.67,0.00,0,0.00,2020-11-20 09:00:00.000,2021-10-07 14:17:35.398
4454,3356,0-9,822,2.74,0.00,0,0.00,2020-11-20 09:00:00.000,2021-10-07 14:17:35.398
4455,3355,남성,13936,47.07,1.88,262,52.61,2020-11-19 09:00:00.000,2021-10-07 14:17:35.398
4456,3354,여성,15670,52.93,1.51,236,47.39,2020-11-19 09:00:00.000,2021-10-07 14:17:35.398
4457,3353,80 이상,1290,4.36,19.46,251,50.40,2020-11-19 09:00:00.000,2021-10-07 14:17:35.398
4458,3352,70-79,2353,7.95,6.76,159,31.93,2020-11-19 09:00:00.000,2021-10-07 14:17:35.398
4459,3351,60-69,4691,15.84,1.26,59,11.85,2020-11-19 09:00:00.000,2021-10-07 14:17:35.398
4460,3350,50-59,5409,18.27,0.43,23,4.62,2020-11-19 09:00:00.000,2021-10-07 14:17:35.398
4461,3349,40-49,4028,13.61,0.10,4,0.80,2020-11-19 09:00:00.000,2021-10-07 14:17:35.398
4462,3348,30-39,3723,12.58,0.05,2,0.40,2020-11-19 09:00:00.000,2021-10-07 14:17:35.398
4463,3347,20-29,5637,19.04,0.00,0,0.00,2020-11-19 09:00:00.000,2021-10-07 14:17:35.398
4464,3346,10-19,1664,5.62,0.00,0,0.00,2020-11-19 09:00:00.000,2021-10-07 14:17:35.398
4465,3345,0-9,811,2.74,0.00,0,0.00,2020-11-19 09:00:00.000,2021-10-07 14:17:35.398
4466,3344,남성,13772,47.03,1.90,261,52.62,2020-11-18 09:00:00.000,2021-10-07 14:17:35.398
4467,3343,여성,15509,52.97,1.52,235,47.38,2020-11-18 09:00:00.000,2021-10-07 14:17:35.398
4468,3342,80 이상,1279,4.37,19.62,251,50.60,2020-11-18 09:00:00.000,2021-10-07 14:17:35.398
4469,3341,70-79,2336,7.98,6.81,159,32.06,2020-11-18 09:00:00.000,2021-10-07 14:17:35.398
4470,3340,60-69,4647,15.87,1.23,57,11.49,2020-11-18 09:00:00.000,2021-10-07 14:17:35.398
4471,3339,50-59,5356,18.29,0.43,23,4.64,2020-11-18 09:00:00.000,2021-10-07 14:17:35.398
4472,3338,40-49,3976,13.58,0.10,4,0.81,2020-11-18 09:00:00.000,2021-10-07 14:17:35.398
4473,3337,30-39,3687,12.59,0.05,2,0.40,2020-11-18 09:00:00.000,2021-10-07 14:17:35.398
4474,3336,20-29,5591,19.09,0.00,0,0.00,2020-11-18 09:00:00.000,2021-10-07 14:17:35.398
4475,3335,10-19,1621,5.54,0.00,0,0.00,2020-11-18 09:00:00.000,2021-10-07 14:17:35.398
4476,3334,0-9,788,2.69,0.00,0,0.00,2020-11-18 09:00:00.000,2021-10-07 14:17:35.398
4477,3333,남성,13614,46.95,1.91,260,52.63,2020-11-17 09:00:00.000,2021-10-07 14:17:35.398
4478,3332,여성,15382,53.05,1.52,234,47.37,2020-11-17 09:00:00.000,2021-10-07 14:17:35.398
4479,3331,80 이상,1258,4.34,19.95,251,50.81,2020-11-17 09:00:00.000,2021-10-07 14:17:35.398
4480,3330,70-79,2316,7.99,6.78,157,31.78,2020-11-17 09:00:00.000,2021-10-07 14:17:35.398
4481,3329,60-69,4607,15.89,1.24,57,11.54,2020-11-17 09:00:00.000,2021-10-07 14:17:35.398
4482,3328,50-59,5305,18.30,0.43,23,4.66,2020-11-17 09:00:00.000,2021-10-07 14:17:35.398
4483,3327,40-49,3925,13.54,0.10,4,0.81,2020-11-17 09:00:00.000,2021-10-07 14:17:35.398
4484,3326,30-39,3649,12.58,0.05,2,0.40,2020-11-17 09:00:00.000,2021-10-07 14:17:35.398
4485,3325,20-29,5547,19.13,0.00,0,0.00,2020-11-17 09:00:00.000,2021-10-07 14:17:35.398
4486,3324,10-19,1605,5.54,0.00,0,0.00,2020-11-17 09:00:00.000,2021-10-07 14:17:35.398
4487,3323,0-9,784,2.70,0.00,0,0.00,2020-11-17 09:00:00.000,2021-10-07 14:17:35.398
4488,3322,남성,13496,46.92,1.93,260,52.63,2020-11-16 09:00:00.000,2021-10-07 14:17:35.398
4489,3321,여성,15270,53.08,1.53,234,47.37,2020-11-16 09:00:00.000,2021-10-07 14:17:35.398
4490,3320,80 이상,1250,4.35,20.08,251,50.81,2020-11-16 09:00:00.000,2021-10-07 14:17:35.398
4491,3319,70-79,2298,7.99,6.83,157,31.78,2020-11-16 09:00:00.000,2021-10-07 14:17:35.398
4492,3318,60-69,4569,15.88,1.25,57,11.54,2020-11-16 09:00:00.000,2021-10-07 14:17:35.398
4493,3317,50-59,5261,18.29,0.44,23,4.66,2020-11-16 09:00:00.000,2021-10-07 14:17:35.398
4494,3316,40-49,3889,13.52,0.10,4,0.81,2020-11-16 09:00:00.000,2021-10-07 14:17:35.398
4495,3315,30-39,3623,12.59,0.06,2,0.40,2020-11-16 09:00:00.000,2021-10-07 14:17:35.398
4496,3314,20-29,5510,19.15,0.00,0,0.00,2020-11-16 09:00:00.000,2021-10-07 14:17:35.398
4497,3313,10-19,1593,5.54,0.00,0,0.00,2020-11-16 09:00:00.000,2021-10-07 14:17:35.398
4498,3312,0-9,773,2.69,0.00,0,0.00,2020-11-16 09:00:00.000,2021-10-07 14:17:35.398
4499,3311,남성,13379,46.87,1.94,260,52.74,2020-11-15 09:00:00.000,2021-10-07 14:17:35.398
4500,3310,여성,15165,53.13,1.54,233,47.26,2020-11-15 09:00:00.000,2021-10-07 14:17:35.398
4501,3309,80 이상,1246,4.37,20.06,250,50.71,2020-11-15 09:00:00.000,2021-10-07 14:17:35.398
4502,3308,70-79,2283,8.00,6.88,157,31.85,2020-11-15 09:00:00.000,2021-10-07 14:17:35.398
4503,3307,60-69,4516,15.82,1.26,57,11.56,2020-11-15 09:00:00.000,2021-10-07 14:17:35.398
4504,3306,50-59,5221,18.29,0.44,23,4.67,2020-11-15 09:00:00.000,2021-10-07 14:17:35.398
4505,3305,40-49,3860,13.52,0.10,4,0.81,2020-11-15 09:00:00.000,2021-10-07 14:17:35.398
4506,3304,30-39,3596,12.60,0.06,2,0.41,2020-11-15 09:00:00.000,2021-10-07 14:17:35.398
4507,3303,20-29,5473,19.17,0.00,0,0.00,2020-11-15 09:00:00.000,2021-10-07 14:17:35.398
4508,3302,10-19,1581,5.54,0.00,0,0.00,2020-11-15 09:00:00.000,2021-10-07 14:17:35.398
4509,3301,0-9,768,2.69,0.00,0,0.00,2020-11-15 09:00:00.000,2021-10-07 14:17:35.398
4510,3300,남성,13279,46.86,1.96,260,52.85,2020-11-14 09:00:00.000,2021-10-07 14:17:35.398
4511,3299,여성,15057,53.14,1.54,232,47.15,2020-11-14 09:00:00.000,2021-10-07 14:17:35.398
4512,3298,80 이상,1241,4.38,20.06,249,50.61,2020-11-14 09:00:00.000,2021-10-07 14:17:35.398
4513,3297,70-79,2270,8.01,6.92,157,31.91,2020-11-14 09:00:00.000,2021-10-07 14:17:35.398
4514,3296,60-69,4476,15.80,1.27,57,11.59,2020-11-14 09:00:00.000,2021-10-07 14:17:35.398
4515,3295,50-59,5172,18.25,0.44,23,4.67,2020-11-14 09:00:00.000,2021-10-07 14:17:35.398
4516,3294,40-49,3833,13.53,0.10,4,0.81,2020-11-14 09:00:00.000,2021-10-07 14:17:35.398
4517,3293,30-39,3569,12.60,0.06,2,0.41,2020-11-14 09:00:00.000,2021-10-07 14:17:35.398
4518,3292,20-29,5447,19.22,0.00,0,0.00,2020-11-14 09:00:00.000,2021-10-07 14:17:35.398
4519,3291,10-19,1568,5.53,0.00,0,0.00,2020-11-14 09:00:00.000,2021-10-07 14:17:35.398
4520,3290,0-9,760,2.68,0.00,0,0.00,2020-11-14 09:00:00.000,2021-10-07 14:17:35.398
4521,3289,남성,13174,46.83,1.95,257,52.66,2020-11-13 09:00:00.000,2021-10-07 14:17:35.398
4522,3288,여성,14957,53.17,1.54,231,47.34,2020-11-13 09:00:00.000,2021-10-07 14:17:35.398
4523,3287,80 이상,1234,4.39,20.02,247,50.61,2020-11-13 09:00:00.000,2021-10-07 14:17:35.398
4524,3286,70-79,2263,8.04,6.94,157,32.17,2020-11-13 09:00:00.000,2021-10-07 14:17:35.398
4525,3285,60-69,4444,15.80,1.26,56,11.48,2020-11-13 09:00:00.000,2021-10-07 14:17:35.398
4526,3284,50-59,5136,18.26,0.43,22,4.51,2020-11-13 09:00:00.000,2021-10-07 14:17:35.398
4527,3283,40-49,3804,13.52,0.11,4,0.82,2020-11-13 09:00:00.000,2021-10-07 14:17:35.398
4528,3282,30-39,3537,12.57,0.06,2,0.41,2020-11-13 09:00:00.000,2021-10-07 14:17:35.398
4529,3281,20-29,5411,19.24,0.00,0,0.00,2020-11-13 09:00:00.000,2021-10-07 14:17:35.398
4530,3280,10-19,1554,5.52,0.00,0,0.00,2020-11-13 09:00:00.000,2021-10-07 14:17:35.398
4531,3279,0-9,748,2.66,0.00,0,0.00,2020-11-13 09:00:00.000,2021-10-07 14:17:35.398
4532,3278,남성,13083,46.83,1.96,257,52.77,2020-11-12 09:00:00.000,2021-10-07 14:17:35.398
4533,3277,여성,14857,53.17,1.55,230,47.23,2020-11-12 09:00:00.000,2021-10-07 14:17:35.398
4534,3276,80 이상,1216,4.35,20.23,246,50.51,2020-11-12 09:00:00.000,2021-10-07 14:17:35.398
4535,3275,70-79,2246,8.04,6.99,157,32.24,2020-11-12 09:00:00.000,2021-10-07 14:17:35.398
4536,3274,60-69,4416,15.81,1.27,56,11.50,2020-11-12 09:00:00.000,2021-10-07 14:17:35.398
4537,3273,50-59,5095,18.24,0.43,22,4.52,2020-11-12 09:00:00.000,2021-10-07 14:17:35.398
4538,3272,40-49,3780,13.53,0.11,4,0.82,2020-11-12 09:00:00.000,2021-10-07 14:17:35.398
4539,3271,30-39,3518,12.59,0.06,2,0.41,2020-11-12 09:00:00.000,2021-10-07 14:17:35.398
4540,3270,20-29,5383,19.27,0.00,0,0.00,2020-11-12 09:00:00.000,2021-10-07 14:17:35.398
4541,3269,10-19,1545,5.53,0.00,0,0.00,2020-11-12 09:00:00.000,2021-10-07 14:17:35.398
4542,3268,0-9,741,2.65,0.00,0,0.00,2020-11-12 09:00:00.000,2021-10-07 14:17:35.398
4543,3267,남성,13006,46.79,1.98,257,52.77,2020-11-11 09:00:00.000,2021-10-07 14:17:35.398
4544,3266,여성,14791,53.21,1.55,230,47.23,2020-11-11 09:00:00.000,2021-10-07 14:17:35.398
4545,3265,80 이상,1212,4.36,20.30,246,50.51,2020-11-11 09:00:00.000,2021-10-07 14:17:35.398
4546,3264,70-79,2237,8.05,7.02,157,32.24,2020-11-11 09:00:00.000,2021-10-07 14:17:35.398
4547,3263,60-69,4401,15.83,1.27,56,11.50,2020-11-11 09:00:00.000,2021-10-07 14:17:35.398
4548,3262,50-59,5070,18.24,0.43,22,4.52,2020-11-11 09:00:00.000,2021-10-07 14:17:35.398
4549,3261,40-49,3758,13.52,0.11,4,0.82,2020-11-11 09:00:00.000,2021-10-07 14:17:35.398
4550,3260,30-39,3495,12.57,0.06,2,0.41,2020-11-11 09:00:00.000,2021-10-07 14:17:35.398
4551,3259,20-29,5357,19.27,0.00,0,0.00,2020-11-11 09:00:00.000,2021-10-07 14:17:35.398
4552,3258,10-19,1532,5.51,0.00,0,0.00,2020-11-11 09:00:00.000,2021-10-07 14:17:35.398
4553,3257,0-9,735,2.64,0.00,0,0.00,2020-11-11 09:00:00.000,2021-10-07 14:17:35.398
4554,3256,남성,12939,46.79,1.97,255,52.58,2020-11-10 09:00:00.000,2021-10-07 14:17:35.398
4555,3255,여성,14713,53.21,1.56,230,47.42,2020-11-10 09:00:00.000,2021-10-07 14:17:35.398
4556,3254,80 이상,1197,4.33,20.47,245,50.52,2020-11-10 09:00:00.000,2021-10-07 14:17:35.398
4557,3253,70-79,2218,8.02,7.08,157,32.37,2020-11-10 09:00:00.000,2021-10-07 14:17:35.398
4558,3252,60-69,4371,15.81,1.26,55,11.34,2020-11-10 09:00:00.000,2021-10-07 14:17:35.398
4559,3251,50-59,5050,18.26,0.44,22,4.54,2020-11-10 09:00:00.000,2021-10-07 14:17:35.398
4560,3250,40-49,3746,13.55,0.11,4,0.82,2020-11-10 09:00:00.000,2021-10-07 14:17:35.398
4561,3249,30-39,3477,12.57,0.06,2,0.41,2020-11-10 09:00:00.000,2021-10-07 14:17:35.398
4562,3248,20-29,5337,19.30,0.00,0,0.00,2020-11-10 09:00:00.000,2021-10-07 14:17:35.398
4563,3247,10-19,1527,5.52,0.00,0,0.00,2020-11-10 09:00:00.000,2021-10-07 14:17:35.398
4564,3246,0-9,729,2.64,0.00,0,0.00,2020-11-10 09:00:00.000,2021-10-07 14:17:35.398
4565,3245,남성,12883,46.76,1.96,252,52.50,2020-11-09 09:00:00.000,2021-10-07 14:17:35.398
4566,3244,여성,14669,53.24,1.55,228,47.50,2020-11-09 09:00:00.000,2021-10-07 14:17:35.398
4567,3243,80 이상,1192,4.33,20.30,242,50.42,2020-11-09 09:00:00.000,2021-10-07 14:17:35.398
4568,3242,70-79,2209,8.02,7.06,156,32.50,2020-11-09 09:00:00.000,2021-10-07 14:17:35.398
4569,3241,60-69,4356,15.81,1.24,54,11.25,2020-11-09 09:00:00.000,2021-10-07 14:17:35.398
4570,3240,50-59,5036,18.28,0.44,22,4.58,2020-11-09 09:00:00.000,2021-10-07 14:17:35.398
4571,3239,40-49,3735,13.56,0.11,4,0.83,2020-11-09 09:00:00.000,2021-10-07 14:17:35.398
4572,3238,30-39,3464,12.57,0.06,2,0.42,2020-11-09 09:00:00.000,2021-10-07 14:17:35.398
4573,3237,20-29,5316,19.29,0.00,0,0.00,2020-11-09 09:00:00.000,2021-10-07 14:17:35.398
4574,3236,10-19,1518,5.51,0.00,0,0.00,2020-11-09 09:00:00.000,2021-10-07 14:17:35.398
4575,3235,0-9,726,2.64,0.00,0,0.00,2020-11-09 09:00:00.000,2021-10-07 14:17:35.398
4576,3234,남성,12826,46.77,1.96,252,52.72,2020-11-08 09:00:00.000,2021-10-07 14:17:35.398
4577,3233,여성,14600,53.23,1.55,226,47.28,2020-11-08 09:00:00.000,2021-10-07 14:17:35.398
4578,3232,80 이상,1183,4.31,20.37,241,50.42,2020-11-08 09:00:00.000,2021-10-07 14:17:35.398
4579,3231,70-79,2194,8.00,7.06,155,32.43,2020-11-08 09:00:00.000,2021-10-07 14:17:35.398
4580,3230,60-69,4341,15.83,1.24,54,11.30,2020-11-08 09:00:00.000,2021-10-07 14:17:35.398
4581,3229,50-59,5017,18.29,0.44,22,4.60,2020-11-08 09:00:00.000,2021-10-07 14:17:35.398
4582,3228,40-49,3716,13.55,0.11,4,0.84,2020-11-08 09:00:00.000,2021-10-07 14:17:35.398
4583,3227,30-39,3439,12.54,0.06,2,0.42,2020-11-08 09:00:00.000,2021-10-07 14:17:35.398
4584,3226,20-29,5301,19.33,0.00,0,0.00,2020-11-08 09:00:00.000,2021-10-07 14:17:35.398
4585,3225,10-19,1512,5.51,0.00,0,0.00,2020-11-08 09:00:00.000,2021-10-07 14:17:35.398
4586,3224,0-9,723,2.64,0.00,0,0.00,2020-11-08 09:00:00.000,2021-10-07 14:17:35.398
4587,3223,남성,12750,46.73,1.97,251,52.62,2020-11-07 09:00:00.000,2021-10-07 14:17:35.398
4588,3222,여성,14533,53.27,1.56,226,47.38,2020-11-07 09:00:00.000,2021-10-07 14:17:35.398
4589,3221,80 이상,1174,4.30,20.44,240,50.31,2020-11-07 09:00:00.000,2021-10-07 14:17:35.398
4590,3220,70-79,2170,7.95,7.14,155,32.49,2020-11-07 09:00:00.000,2021-10-07 14:17:35.398
4591,3219,60-69,4317,15.82,1.25,54,11.32,2020-11-07 09:00:00.000,2021-10-07 14:17:35.398
4592,3218,50-59,4995,18.31,0.44,22,4.61,2020-11-07 09:00:00.000,2021-10-07 14:17:35.398
4593,3217,40-49,3694,13.54,0.11,4,0.84,2020-11-07 09:00:00.000,2021-10-07 14:17:35.398
4594,3216,30-39,3413,12.51,0.06,2,0.42,2020-11-07 09:00:00.000,2021-10-07 14:17:35.398
4595,3215,20-29,5292,19.40,0.00,0,0.00,2020-11-07 09:00:00.000,2021-10-07 14:17:35.398
4596,3214,10-19,1508,5.53,0.00,0,0.00,2020-11-07 09:00:00.000,2021-10-07 14:17:35.398
4597,3213,0-9,720,2.64,0.00,0,0.00,2020-11-07 09:00:00.000,2021-10-07 14:17:35.398
4598,3212,남성,12700,46.70,1.98,251,52.73,2020-11-06 09:00:00.000,2021-10-07 14:17:35.398
4599,3211,여성,14494,53.30,1.55,225,47.27,2020-11-06 09:00:00.000,2021-10-07 14:17:35.398
4600,3210,80 이상,1170,4.30,20.43,239,50.21,2020-11-06 09:00:00.000,2021-10-07 14:17:35.398
4601,3209,70-79,2159,7.94,7.18,155,32.56,2020-11-06 09:00:00.000,2021-10-07 14:17:35.398
4602,3208,60-69,4304,15.83,1.25,54,11.34,2020-11-06 09:00:00.000,2021-10-07 14:17:35.398
4603,3207,50-59,4986,18.33,0.44,22,4.62,2020-11-06 09:00:00.000,2021-10-07 14:17:35.398
4604,3206,40-49,3673,13.51,0.11,4,0.84,2020-11-06 09:00:00.000,2021-10-07 14:17:35.398
4605,3205,30-39,3398,12.50,0.06,2,0.42,2020-11-06 09:00:00.000,2021-10-07 14:17:35.398
4606,3204,20-29,5282,19.42,0.00,0,0.00,2020-11-06 09:00:00.000,2021-10-07 14:17:35.398
4607,3203,10-19,1503,5.53,0.00,0,0.00,2020-11-06 09:00:00.000,2021-10-07 14:17:35.398
4608,3202,0-9,719,2.64,0.00,0,0.00,2020-11-06 09:00:00.000,2021-10-07 14:17:35.398
4609,3201,남성,12626,46.68,1.98,250,52.63,2020-11-05 09:00:00.000,2021-10-07 14:17:35.398
4610,3200,여성,14423,53.32,1.56,225,47.37,2020-11-05 09:00:00.000,2021-10-07 14:17:35.398
4611,3199,80 이상,1165,4.31,20.52,239,50.32,2020-11-05 09:00:00.000,2021-10-07 14:17:35.398
4612,3198,70-79,2150,7.95,7.16,154,32.42,2020-11-05 09:00:00.000,2021-10-07 14:17:35.398
4613,3197,60-69,4291,15.86,1.26,54,11.37,2020-11-05 09:00:00.000,2021-10-07 14:17:35.398
4614,3196,50-59,4958,18.33,0.44,22,4.63,2020-11-05 09:00:00.000,2021-10-07 14:17:35.398
4615,3195,40-49,3647,13.48,0.11,4,0.84,2020-11-05 09:00:00.000,2021-10-07 14:17:35.398
