일자,현재지수,대비,등락률(%),배당수익률(%),주가이익비율,주가자산비율,시가지수,고가지수,저가지수,거래량(천주),거래대금(백만원),상장시가총액(백만원)
2021/07/13,"3,271.38",24.91,0.77,1.75,18.25,1.29,"3,253.24","3,273.90","3,253.24","1,150,101","13,494,446","2,290,584,923"
2021/07/14,"3,264.81",-6.57,-0.20,1.75,18.22,1.29,"3,270.09","3,270.09","3,250.45","908,954","12,993,101","2,286,388,813"
2021/07/15,"3,286.22",21.41,0.66,1.74,18.34,1.30,"3,269.33","3,286.58","3,263.09","1,172,431","13,683,901","2,301,050,678"
2021/07/16,"3,276.91",-9.31,-0.28,1.74,18.31,1.30,"3,282.89","3,282.89","3,259.32","1,066,507","14,781,319","2,304,505,795"
2021/07/19,"3,244.04",-32.87,-1.00,1.76,18.08,1.29,"3,258.87","3,258.87","3,236.39","1,095,559","12,855,281","2,281,788,153"
2021/07/20,"3,232.70",-11.34,-0.35,1.76,18.02,1.28,"3,223.24","3,234.80","3,214.42","979,670","15,292,372","2,273,800,450"
2021/07/21,"3,215.91",-16.79,-0.52,1.77,17.94,1.28,"3,251.13","3,252.25","3,215.91","990,327","14,864,748","2,262,423,630"
2021/07/22,"3,250.21",34.30,1.07,1.75,18.11,1.29,"3,235.17","3,253.75","3,235.17","712,983","13,039,250","2,286,455,397"
2021/07/23,"3,254.42",4.21,0.13,1.75,18.14,1.29,"3,253.44","3,264.01","3,246.09","805,048","13,209,383","2,288,976,880"
2021/07/26,"3,224.95",-29.47,-0.91,1.77,17.97,1.28,"3,265.99","3,265.99","3,224.95","826,067","12,212,491","2,268,644,077"
2021/07/27,"3,232.53",7.58,0.24,1.76,18.01,1.28,"3,244.43","3,252.85","3,230.75","991,939","12,348,469","2,273,599,243"
2021/07/28,"3,236.86",4.33,0.13,1.76,18.04,1.28,"3,226.06","3,243.21","3,210.90","868,603","11,979,297","2,276,373,997"
2021/07/29,"3,242.65",5.79,0.18,1.76,18.07,1.29,"3,248.49","3,252.26","3,232.50","694,823","10,491,307","2,280,494,339"
2021/07/30,"3,202.32",-40.33,-1.24,1.78,17.85,1.27,"3,234.37","3,234.66","3,202.32","687,861","12,808,243","2,252,545,492"
2021/08/02,"3,223.04",20.72,0.65,1.77,17.96,1.28,"3,218.42","3,223.04","3,194.00","561,003","10,237,986","2,267,461,203"
2021/08/03,"3,237.14",14.10,0.44,1.76,18.04,1.28,"3,221.57","3,237.14","3,213.20","653,513","12,491,381","2,278,025,799"
2021/08/04,"3,280.38",43.24,1.34,1.74,18.28,1.30,"3,246.65","3,283.14","3,237.55","632,242","12,357,120","2,308,134,805"
2021/08/05,"3,276.13",-4.25,-0.13,1.74,18.26,1.30,"3,283.25","3,296.17","3,273.33","680,941","11,877,709","2,305,637,212"
2021/08/06,"3,270.36",-5.77,-0.18,1.74,18.23,1.30,"3,277.06","3,288.17","3,261.93","941,361","15,455,404","2,334,628,994"
2021/08/09,"3,260.42",-9.94,-0.30,1.72,18.43,1.31,"3,258.10","3,275.15","3,251.74","707,654","15,732,538","2,329,309,985"
2021/08/10,"3,243.19",-17.23,-0.53,1.73,18.34,1.30,"3,272.44","3,272.44","3,232.46","730,349","21,657,925","2,339,206,516"
2021/08/11,"3,220.62",-22.57,-0.70,1.73,18.31,1.31,"3,235.36","3,250.21","3,217.65","618,093","19,193,401","2,322,607,459"
2021/08/12,"3,208.38",-12.24,-0.38,1.73,18.24,1.30,"3,213.58","3,229.59","3,202.11","643,283","20,403,906","2,313,093,348"
2021/08/13,"3,171.29",-37.09,-1.16,1.75,18.02,1.29,"3,205.75","3,209.72","3,146.76","696,468","20,201,969","2,285,376,012"
2021/08/17,"3,143.09",-28.20,-0.89,1.77,17.86,1.28,"3,169.74","3,179.49","3,134.48","690,842","22,241,588","2,265,401,557"
2021/08/18,"3,158.93",15.84,0.50,1.76,17.94,1.28,"3,141.98","3,175.88","3,124.56","622,792","16,752,627","2,276,820,395"
2021/08/19,"3,097.83",-61.10,-1.93,1.79,17.60,1.26,"3,140.01","3,158.00","3,097.83","655,629","17,170,844","2,235,216,708"
2021/08/20,"3,060.51",-37.32,-1.20,1.81,17.39,1.24,"3,111.10","3,122.09","3,049.03","672,088","16,450,580","2,209,662,899"
2021/08/23,"3,090.21",29.70,0.97,1.80,17.57,1.26,"3,086.81","3,111.81","3,064.65","570,980","13,424,033","2,230,738,569"
2021/08/24,"3,138.30",48.09,1.56,1.77,17.84,1.28,"3,119.70","3,142.58","3,115.23","586,535","14,946,074","2,266,706,992"
2021/08/25,"3,146.81",8.51,0.27,1.76,17.89,1.28,"3,148.13","3,161.00","3,124.25","624,688","13,365,596","2,272,311,235"
2021/08/26,"3,128.53",-18.28,-0.58,1.77,17.78,1.27,"3,151.30","3,159.37","3,121.04","727,719","13,335,288","2,259,280,094"
2021/08/27,"3,133.90",5.37,0.17,1.77,17.82,1.27,"3,116.29","3,143.01","3,106.97","520,669","11,039,934","2,262,422,712"
2021/08/30,"3,144.19",10.29,0.33,1.77,17.88,1.28,"3,160.87","3,164.87","3,132.77","602,858","11,758,710","2,269,580,866"
2021/08/31,"3,199.27",55.08,1.75,1.73,18.20,1.30,"3,144.49","3,199.89","3,130.30","661,221","15,863,630","2,309,062,613"
2021/09/01,"3,207.02",7.75,0.24,1.73,18.24,1.30,"3,195.67","3,215.13","3,185.80","746,705","13,537,908","2,317,655,772"
2021/09/02,"3,175.85",-31.17,-0.97,1.74,18.10,1.29,"3,198.03","3,204.01","3,171.78","757,860","15,378,375","2,297,103,342"
2021/09/03,"3,201.06",25.21,0.79,1.73,18.24,1.30,"3,189.71","3,203.08","3,181.64","641,510","13,110,992","2,315,800,431"
2021/09/06,"3,203.33",2.27,0.07,1.73,18.25,1.30,"3,196.30","3,206.25","3,186.79","726,190","12,313,477","2,318,348,874"
2021/09/07,"3,187.42",-15.91,-0.50,1.74,18.16,1.30,"3,200.07","3,201.76","3,176.81","760,160","11,943,337","2,306,637,033"
2021/09/08,"3,162.99",-24.43,-0.77,1.75,18.02,1.29,"3,178.74","3,187.55","3,157.07","859,889","17,302,711","2,290,248,707"
2021/09/09,"3,114.70",-48.29,-1.53,1.77,14.82,1.23,"3,146.64","3,158.60","3,111.49","927,369","17,787,105","2,256,111,112"
2021/09/10,"3,125.76",11.06,0.36,1.77,14.87,1.23,"3,121.09","3,131.54","3,103.38","723,085","13,566,490","2,262,866,817"
2021/09/13,"3,127.86",2.10,0.07,1.77,14.89,1.23,"3,117.35","3,139.13","3,109.01","732,270","13,505,433","2,264,159,333"
2021/09/14,"3,148.83",20.97,0.67,1.75,14.99,1.24,"3,137.32","3,164.31","3,137.32","713,227","15,787,292","2,280,258,289"
2021/09/15,"3,153.40",4.57,0.15,1.75,15.01,1.24,"3,147.21","3,164.01","3,138.80","616,557","12,162,694","2,284,157,741"
2021/09/16,"3,130.09",-23.31,-0.74,1.76,14.91,1.23,"3,165.38","3,167.68","3,126.65","612,873","12,259,518","2,267,220,040"
2021/09/17,"3,140.51",10.42,0.33,1.76,14.95,1.24,"3,127.75","3,142.13","3,112.51","589,244","14,937,658","2,284,484,861"
2021/09/23,"3,127.58",-12.93,-0.41,1.76,15.00,1.23,"3,123.64","3,131.63","3,107.98","623,841","14,009,138","2,275,325,270"
2021/09/24,"3,125.24",-2.34,-0.07,1.76,14.99,1.23,"3,140.73","3,146.86","3,119.40","753,222","12,558,236","2,273,591,460"
2021/09/27,"3,133.64",8.40,0.27,1.75,15.03,1.24,"3,121.70","3,146.35","3,119.26","883,229","12,266,967","2,279,894,818"
2021/09/28,"3,097.92",-35.72,-1.14,1.77,14.86,1.22,"3,133.40","3,134.46","3,095.72","894,913","14,658,731","2,254,315,886"
2021/09/29,"3,060.27",-37.65,-1.22,1.80,14.68,1.21,"3,055.50","3,069.04","3,030.60","821,558","15,137,008","2,226,722,697"
2021/09/30,"3,068.82",8.55,0.28,1.79,14.72,1.21,"3,054.87","3,079.43","3,046.43","885,819","14,942,854","2,231,957,338"
2021/10/01,"3,019.18",-49.64,-1.62,1.82,14.48,1.19,"3,056.21","3,062.60","3,015.01","855,482","12,944,006","2,195,489,102"
2021/10/05,"2,962.17",-57.01,-1.89,1.86,14.21,1.17,"2,998.17","2,998.17","2,940.59","840,557","15,315,537","2,153,672,546"
2021/10/06,"2,908.31",-53.86,-1.82,1.89,13.95,1.15,"2,986.06","2,993.47","2,908.30","901,722","15,668,592","2,114,932,681"
2021/10/07,"2,959.46",51.15,1.76,1.86,14.20,1.17,"2,936.87","2,961.53","2,927.60","595,382","11,906,737","2,151,410,767"
2021/10/08,"2,956.30",-3.16,-0.11,1.86,14.18,1.17,"2,977.82","2,978.08","2,949.01","668,947","12,634,091","2,150,115,811"
2021/10/12,"2,916.38",-39.92,-1.35,1.88,13.99,1.15,"2,950.22","2,950.94","2,901.51","660,181","12,767,650","2,120,560,982"
2021/10/13,"2,944.41",28.03,0.96,1.87,14.12,1.16,"2,913.34","2,953.33","2,909.47","752,132","12,294,514","2,141,374,217"
2021/10/14,"2,988.64",44.23,1.50,1.84,14.34,1.18,"2,968.87","2,988.97","2,962.33","617,170","12,064,564","2,172,764,571"
2021/10/15,"3,015.06",26.42,0.88,1.82,14.47,1.19,"3,012.62","3,021.90","2,999.33","857,798","12,540,973","2,192,125,725"
2021/10/18,"3,006.68",-8.38,-0.28,1.83,14.43,1.19,"3,017.48","3,021.17","2,990.44","926,369","10,649,949","2,186,010,002"
2021/10/19,"3,029.04",22.36,0.74,1.81,14.54,1.20,"3,022.23","3,034.53","3,014.19","845,704","10,112,026","2,202,301,797"
2021/10/20,"3,013.13",-15.91,-0.53,1.82,14.46,1.19,"3,043.13","3,047.24","3,012.97","680,327","11,178,213","2,191,094,043"
2021/10/21,"3,007.33",-5.80,-0.19,1.83,14.43,1.19,"3,012.28","3,025.88","3,002.74","887,370","10,572,398","2,185,679,891"
2021/10/22,"3,006.16",-1.17,-0.04,1.83,14.43,1.19,"3,005.36","3,018.70","2,996.26","695,273","9,047,263","2,184,542,201"
2021/10/25,"3,020.54",14.38,0.48,1.82,14.50,1.19,"3,001.10","3,025.27","2,983.29","791,796","10,489,294","2,194,484,567"
2021/10/26,"3,049.08",28.54,0.94,1.80,14.63,1.20,"3,039.82","3,051.65","3,030.53","564,560","9,512,682","2,215,757,780"
2021/10/27,"3,025.49",-23.59,-0.77,1.82,14.52,1.19,"3,045.83","3,049.02","3,019.00","607,875","10,220,673","2,198,753,266"
2021/10/28,"3,009.55",-15.94,-0.53,1.83,14.44,1.19,"3,023.17","3,034.42","3,009.55","617,257","12,367,618","2,188,063,339"
2021/10/29,"2,970.68",-38.87,-1.29,1.85,14.25,1.17,"3,025.67","3,030.17","2,965.40","545,834","11,035,682","2,159,375,927"
2021/11/01,"2,978.94",8.26,0.28,1.84,14.30,1.18,"2,984.18","2,991.81","2,976.87","475,382","9,410,799","2,166,070,210"
2021/11/02,"3,013.49",34.55,1.16,1.82,14.46,1.19,"2,995.58","3,034.30","2,995.58","525,853","9,662,968","2,191,376,531"
2021/11/03,"2,975.71",-37.78,-1.25,1.85,14.29,1.17,"3,020.36","3,020.87","2,969.01","658,648","12,438,268","2,189,540,503"
2021/11/04,"2,983.22",7.51,0.25,1.82,14.50,1.19,"3,000.92","3,011.56","2,978.07","772,024","14,658,520","2,195,428,830"
2021/11/05,"2,969.27",-13.95,-0.47,1.83,14.43,1.19,"3,003.53","3,003.53","2,953.96","688,028","12,669,723","2,185,189,386"
2021/11/08,"2,960.20",-9.07,-0.31,1.83,14.39,1.18,"2,965.36","2,968.18","2,930.90","560,205","10,388,089","2,178,020,380"
2021/11/09,"2,962.46",2.26,0.08,1.83,14.40,1.18,"2,958.15","2,987.28","2,949.17","708,773","9,684,977","2,180,787,959"
2021/11/10,"2,930.17",-32.29,-1.09,1.85,14.24,1.17,"2,947.46","2,958.61","2,924.36","570,932","9,663,221","2,157,022,730"
2021/11/11,"2,924.92",-5.25,-0.18,1.85,14.21,1.17,"2,911.41","2,925.19","2,903.72","572,859","13,468,396","2,153,082,343"
2021/11/12,"2,968.80",43.88,1.50,1.83,14.43,1.19,"2,945.95","2,973.84","2,938.27","665,733","12,472,956","2,185,439,468"
2021/11/15,"2,999.52",30.72,1.03,1.81,14.58,1.20,"2,989.68","3,003.71","2,979.96","639,396","11,402,053","2,207,950,545"
2021/11/16,"2,997.21",-2.31,-0.08,1.81,14.59,1.20,"2,995.68","3,011.88","2,985.34","579,646","11,101,213","2,208,638,226"
2021/11/17,"2,962.42",-34.79,-1.16,1.83,14.42,1.19,"3,004.02","3,004.67","2,957.70","541,490","10,661,680","2,183,852,304"
2021/11/18,"2,947.38",-15.04,-0.51,1.84,14.34,1.18,"2,959.26","2,964.48","2,937.53","541,653","10,119,317","2,173,103,105"
2021/11/19,"2,971.02",23.64,0.80,1.82,14.46,1.19,"2,951.06","2,974.64","2,948.07","657,094","11,002,169","2,192,237,375"
2021/11/22,"3,013.25",42.23,1.42,1.80,14.67,1.21,"2,983.38","3,018.01","2,980.73","530,959","12,945,533","2,225,325,425"
2021/11/23,"2,997.33",-15.92,-0.53,1.81,14.59,1.20,"3,013.16","3,016.36","2,992.14","524,233","10,830,504","2,213,806,548"
2021/11/24,"2,994.29",-3.04,-0.10,1.81,14.57,1.20,"3,006.34","3,017.90","2,981.02","556,640","10,963,459","2,210,804,289"
2021/11/25,"2,980.27",-14.02,-0.47,1.82,14.51,1.19,"2,996.74","2,996.74","2,973.24","595,970","9,401,091","2,199,950,623"
2021/11/26,"2,936.44",-43.83,-1.47,1.84,14.29,1.17,"2,973.04","2,985.77","2,930.31","595,598","11,901,298","2,167,444,597"
2021/11/29,"2,909.32",-27.12,-0.92,1.86,14.17,1.16,"2,906.15","2,930.22","2,890.78","844,400","13,092,783","2,148,359,053"
2021/11/30,"2,839.01",-70.31,-2.42,1.92,13.77,1.13,"2,932.71","2,942.93","2,822.73","983,556","19,852,271","2,095,821,072"
2021/12/01,"2,899.72",60.71,2.14,1.87,14.07,1.16,"2,860.12","2,905.74","2,837.03","563,927","12,534,485","2,143,338,152"
2021/12/02,"2,945.27",45.55,1.57,1.85,14.29,1.17,"2,874.64","2,945.27","2,874.64","534,462","11,918,441","2,176,914,270"
2021/12/03,"2,968.33",23.06,0.78,1.83,14.40,1.18,"2,935.93","2,975.44","2,927.55","486,749","10,344,373","2,192,835,466"
2021/12/06,"2,973.25",4.92,0.17,1.83,14.43,1.19,"2,954.82","2,983.50","2,932.49","479,908","9,657,402","2,197,379,064"
2021/12/07,"2,991.72",18.47,0.62,1.82,14.52,1.19,"2,973.84","2,992.31","2,960.90","541,370","10,215,647","2,211,216,991"
2021/12/08,"3,001.80",10.08,0.34,1.81,14.57,1.20,"3,017.93","3,036.13","2,995.34","488,246","11,115,221","2,218,153,437"
2021/12/09,"3,029.57",27.77,0.93,1.79,14.71,1.21,"3,007.00","3,029.57","3,001.55","513,446","12,614,031","2,238,777,012"
2021/12/10,"3,010.23",-19.34,-0.64,1.80,14.62,1.20,"3,008.70","3,017.64","2,998.29","451,599","8,434,891","2,225,643,250"
2021/12/13,"3,001.66",-8.57,-0.28,1.81,12.82,1.15,"3,019.67","3,043.83","3,000.51","375,828","8,629,449","2,219,441,357"
2021/12/14,"2,987.95",-13.71,-0.46,1.82,12.76,1.15,"2,983.95","3,001.70","2,976.16","581,570","9,856,790","2,209,778,034"
2021/12/15,"2,989.39",1.44,0.05,1.82,12.77,1.15,"2,979.83","2,992.30","2,973.00","432,874","8,253,059","2,210,896,375"
2021/12/16,"3,006.41",17.02,0.57,1.81,12.84,1.15,"3,013.26","3,018.20","2,989.63","402,825","8,524,314","2,223,256,396"
2021/12/17,"3,017.73",11.32,0.38,1.80,12.89,1.16,"2,985.20","3,017.73","2,984.19","451,824","11,650,003","2,231,055,479"
2021/12/20,"2,963.00",-54.73,-1.81,1.83,12.65,1.14,"3,001.33","3,001.33","2,962.07","377,585","8,621,306","2,191,456,184"
2021/12/21,"2,975.03",12.03,0.41,1.82,12.70,1.14,"2,981.67","2,984.56","2,955.90","410,980","9,108,501","2,200,896,110"
2021/12/22,"2,984.48",9.45,0.32,1.82,12.74,1.14,"2,993.50","3,000.79","2,976.65","461,755","8,835,650","2,208,300,471"
2021/12/23,"2,998.17",13.69,0.46,1.81,12.80,1.15,"2,998.02","3,000.70","2,980.91","483,839","9,319,627","2,218,653,457"
2021/12/24,"3,012.43",14.26,0.48,1.80,12.86,1.15,"3,009.48","3,025.77","3,009.48","537,548","8,583,473","2,230,019,406"
2021/12/27,"2,999.55",-12.88,-0.43,1.81,12.80,1.15,"3,013.94","3,017.31","2,999.30","475,363","8,280,395","2,221,527,069"
2021/12/28,"3,020.24",20.69,0.69,1.80,12.89,1.16,"3,006.77","3,020.29","2,991.55","607,046","12,096,894","2,237,623,537"
2021/12/29,"2,993.29",-26.95,-0.89,1.81,12.78,1.15,"3,002.90","3,007.72","2,988.67","545,832","10,908,667","2,215,462,632"
2021/12/30,"2,977.65",-15.64,-0.52,1.82,12.72,1.14,"2,999.75","3,005.36","2,975.74","461,038","8,727,458","2,203,366,546"
