,게시글번호,기준일시,시도명(한글),전일대비 증감 수,격리 해제 수,지역발생 수,해외유입 수,10만명당 발생률,사망자 수,게시글번호(국내 시도별 발생현황 고유값),등록일시분초,수정일시분초
2360,11597,2021년 08월 28일 00시,인천,95,10247,91,4,394.08,76,11149,2021-08-28 09:00:00.000,2021-09-16 10:11:33.897
2361,3982,2021년 08월 28일 00시,광주,20,3711,18,2,274.61,25,11148,2021-08-28 09:00:00.000,2021-09-16 10:11:33.897
2362,5566,2021년 08월 28일 00시,대전,46,4604,46,0,380.22,36,11147,2021-08-28 09:00:00.000,2021-09-16 10:11:33.897
2363,4079,2021년 08월 28일 00시,울산,22,3706,21,1,359.06,41,11146,2021-08-28 09:00:00.000,2021-09-16 10:11:33.897
2364,975,2021년 08월 28일 00시,세종,12,877,12,0,274.01,1,11145,2021-08-28 09:00:00.000,2021-09-16 10:11:33.897
2365,69760,2021년 08월 28일 00시,경기,542,60538,532,10,519.55,743,11144,2021-08-28 09:00:00.000,2021-09-16 10:11:33.897
2366,5366,2021년 08월 28일 00시,강원,41,4915,39,2,347.80,59,11143,2021-08-28 09:00:00.000,2021-09-16 10:11:33.897
2367,5069,2021년 08월 28일 00시,충북,45,4497,44,1,316.65,73,11142,2021-08-28 09:00:00.000,2021-09-16 10:11:33.897
2368,6762,2021년 08월 28일 00시,충남,63,5674,61,2,318.81,53,11141,2021-08-28 09:00:00.000,2021-09-16 10:11:33.897
2369,3508,2021년 08월 28일 00시,전북,26,3068,21,5,194.45,60,11140,2021-08-28 09:00:00.000,2021-09-16 10:11:33.897
2370,2529,2021년 08월 28일 00시,전남,26,2315,24,2,136.59,19,11139,2021-08-28 09:00:00.000,2021-09-16 10:11:33.897
2371,6978,2021년 08월 28일 00시,경북,47,6229,46,1,264.38,88,11138,2021-08-28 09:00:00.000,2021-09-16 10:11:33.897
2372,9809,2021년 08월 28일 00시,경남,53,8823,52,1,293.66,31,11137,2021-08-28 09:00:00.000,2021-09-16 10:11:33.897
2373,2568,2021년 08월 28일 00시,제주,21,2193,19,2,380.65,2,11136,2021-08-28 09:00:00.000,2021-09-16 10:11:33.897
2374,5782,2021년 08월 28일 00시,검역,11,5312,0,11,0.00,13,11135,2021-08-28 09:00:00.000,2021-09-16 10:11:33.897
2375,245150,2021년 08월 27일 00시,합계,1837,214670,1809,28,473.00,2265,11134,2021-08-27 09:00:00.000,2021-09-16 10:11:33.897
2376,77368,2021년 08월 27일 00시,서울,556,67259,552,4,800.21,579,11133,2021-08-27 09:00:00.000,2021-09-16 10:11:33.897
2377,11145,2021년 08월 27일 00시,부산,68,9809,68,0,328.57,146,11132,2021-08-27 09:00:00.000,2021-09-16 10:11:33.897
2378,13377,2021년 08월 27일 00시,대구,90,12437,89,1,553.15,225,11131,2021-08-27 09:00:00.000,2021-09-16 10:11:33.897
2379,11502,2021년 08월 27일 00시,인천,97,10190,96,1,390.85,75,11130,2021-08-27 09:00:00.000,2021-09-16 10:11:33.897
2380,3962,2021년 08월 27일 00시,광주,14,3695,12,2,273.23,25,11129,2021-08-27 09:00:00.000,2021-09-16 10:11:33.897
2381,5520,2021년 08월 27일 00시,대전,57,4585,57,0,377.08,36,11128,2021-08-27 09:00:00.000,2021-09-16 10:11:33.897
2382,4057,2021년 08월 27일 00시,울산,20,3644,20,0,357.12,41,11127,2021-08-27 09:00:00.000,2021-09-16 10:11:33.897
2383,963,2021년 08월 27일 00시,세종,9,873,9,0,270.63,1,11126,2021-08-27 09:00:00.000,2021-09-16 10:11:33.897
2384,69218,2021년 08월 27일 00시,경기,548,59537,546,2,515.51,740,11125,2021-08-27 09:00:00.000,2021-09-16 10:11:33.897
2385,5325,2021년 08월 27일 00시,강원,57,4878,56,1,345.14,59,11124,2021-08-27 09:00:00.000,2021-09-16 10:11:33.897
2386,5024,2021년 08월 27일 00시,충북,33,4457,32,1,313.84,73,11123,2021-08-27 09:00:00.000,2021-09-16 10:11:33.897
2387,6699,2021년 08월 27일 00시,충남,60,5632,60,0,315.84,52,11122,2021-08-27 09:00:00.000,2021-09-16 10:11:33.897
2388,3482,2021년 08월 27일 00시,전북,41,3053,38,3,193.00,60,11121,2021-08-27 09:00:00.000,2021-09-16 10:11:33.897
2389,2503,2021년 08월 27일 00시,전남,16,2283,16,0,135.18,19,11120,2021-08-27 09:00:00.000,2021-09-16 10:11:33.897
2390,6931,2021년 08월 27일 00시,경북,65,6173,62,3,262.60,88,11119,2021-08-27 09:00:00.000,2021-09-16 10:11:33.897
2391,9756,2021년 08월 27일 00시,경남,73,8709,73,0,292.08,31,11118,2021-08-27 09:00:00.000,2021-09-16 10:11:33.897
2392,2547,2021년 08월 27일 00시,제주,23,2146,23,0,377.54,2,11117,2021-08-27 09:00:00.000,2021-09-16 10:11:33.897
2393,5771,2021년 08월 27일 00시,검역,10,5310,0,10,0.00,13,11116,2021-08-27 09:00:00.000,2021-09-16 10:11:33.897
2394,243313,2021년 08월 26일 00시,합계,1882,212868,1829,53,469.45,2257,11115,2021-08-26 09:00:00.000,2021-09-16 10:11:33.897
2395,76812,2021년 08월 26일 00시,서울,570,66624,566,4,794.46,578,11114,2021-08-26 09:00:00.000,2021-09-16 10:11:33.897
2396,11077,2021년 08월 26일 00시,부산,78,9675,77,1,326.57,144,11113,2021-08-26 09:00:00.000,2021-09-16 10:11:33.897
2397,13287,2021년 08월 26일 00시,대구,95,12390,93,2,549.43,225,11112,2021-08-26 09:00:00.000,2021-09-16 10:11:33.897
2398,11405,2021년 08월 26일 00시,인천,102,10058,98,4,387.55,75,11111,2021-08-26 09:00:00.000,2021-09-16 10:11:33.897
2399,3948,2021년 08월 26일 00시,광주,29,3673,29,0,272.26,25,11110,2021-08-26 09:00:00.000,2021-09-16 10:11:33.897
2400,5463,2021년 08월 26일 00시,대전,50,4444,50,0,373.19,36,11109,2021-08-26 09:00:00.000,2021-09-16 10:11:33.897
2401,4037,2021년 08월 26일 00시,울산,40,3598,40,0,355.36,41,11108,2021-08-26 09:00:00.000,2021-09-16 10:11:33.897
2402,954,2021년 08월 26일 00시,세종,10,865,10,0,268.10,1,11107,2021-08-26 09:00:00.000,2021-09-16 10:11:33.897
2403,68670,2021년 08월 26일 00시,경기,514,59293,504,10,511.43,737,11106,2021-08-26 09:00:00.000,2021-09-16 10:11:33.897
2404,5268,2021년 08월 26일 00시,강원,26,4855,25,1,341.45,59,11105,2021-08-26 09:00:00.000,2021-09-16 10:11:33.897
2405,4991,2021년 08월 26일 00시,충북,38,4390,37,1,311.77,72,11104,2021-08-26 09:00:00.000,2021-09-16 10:11:33.897
2406,6639,2021년 08월 26일 00시,충남,92,5596,91,1,313.01,52,11103,2021-08-26 09:00:00.000,2021-09-16 10:11:33.897
2407,3441,2021년 08월 26일 00시,전북,45,3038,43,2,190.73,60,11102,2021-08-26 09:00:00.000,2021-09-16 10:11:33.897
2408,2487,2021년 08월 26일 00시,전남,8,2268,8,0,134.32,19,11101,2021-08-26 09:00:00.000,2021-09-16 10:11:33.897
2409,6866,2021년 08월 26일 00시,경북,64,6128,64,0,260.13,88,11100,2021-08-26 09:00:00.000,2021-09-16 10:11:33.897
2410,9683,2021년 08월 26일 00시,경남,68,8617,64,4,289.89,30,11099,2021-08-26 09:00:00.000,2021-09-16 10:11:33.897
2411,2524,2021년 08월 26일 00시,제주,30,2121,30,0,374.13,2,11098,2021-08-26 09:00:00.000,2021-09-16 10:11:33.897
2412,5761,2021년 08월 26일 00시,검역,23,5235,0,23,0.00,13,11097,2021-08-26 09:00:00.000,2021-09-16 10:11:33.897
2413,241431,2021년 08월 25일 00시,합계,2154,211161,2113,41,465.82,2237,11096,2021-08-25 09:00:00.000,2021-09-16 10:11:33.897
2414,76242,2021년 08월 25일 00시,서울,677,66391,673,4,788.56,575,11095,2021-08-25 09:00:00.000,2021-09-16 10:11:33.897
2415,10999,2021년 08월 25일 00시,부산,86,9544,86,0,324.27,139,11094,2021-08-25 09:00:00.000,2021-09-16 10:11:33.897
2416,13192,2021년 08월 25일 00시,대구,101,12335,99,2,545.50,225,11093,2021-08-25 09:00:00.000,2021-09-16 10:11:33.897
2417,11303,2021년 08월 25일 00시,인천,119,9973,116,3,384.09,73,11092,2021-08-25 09:00:00.000,2021-09-16 10:11:33.897
2418,3919,2021년 08월 25일 00시,광주,23,3653,23,0,270.26,25,11091,2021-08-25 09:00:00.000,2021-09-16 10:11:33.897
2419,5413,2021년 08월 25일 00시,대전,64,4421,64,0,369.77,34,11090,2021-08-25 09:00:00.000,2021-09-16 10:11:33.897
2420,3997,2021년 08월 25일 00시,울산,38,3568,35,3,351.84,41,11089,2021-08-25 09:00:00.000,2021-09-16 10:11:33.897
2421,944,2021년 08월 25일 00시,세종,16,860,16,0,265.29,1,11088,2021-08-25 09:00:00.000,2021-09-16 10:11:33.897
2422,68156,2021년 08월 25일 00시,경기,587,58597,579,8,507.60,730,11087,2021-08-25 09:00:00.000,2021-09-16 10:11:33.897
2423,5242,2021년 08월 25일 00시,강원,46,4809,46,0,339.76,59,11086,2021-08-25 09:00:00.000,2021-09-16 10:11:33.897
2424,4953,2021년 08월 25일 00시,충북,59,4351,59,0,309.40,72,11085,2021-08-25 09:00:00.000,2021-09-16 10:11:33.897
2425,6547,2021년 08월 25일 00시,충남,76,5486,74,2,308.67,51,11084,2021-08-25 09:00:00.000,2021-09-16 10:11:33.897
2426,3396,2021년 08월 25일 00시,전북,40,3021,38,2,188.24,60,11083,2021-08-25 09:00:00.000,2021-09-16 10:11:33.897
2427,2479,2021년 08월 25일 00시,전남,8,2247,7,1,133.89,19,11082,2021-08-25 09:00:00.000,2021-09-16 10:11:33.897
2428,6802,2021년 08월 25일 00시,경북,71,6052,69,2,257.71,88,11081,2021-08-25 09:00:00.000,2021-09-16 10:11:33.897
2429,9615,2021년 08월 25일 00시,경남,104,8554,102,2,287.86,30,11080,2021-08-25 09:00:00.000,2021-09-16 10:11:33.897
2430,2494,2021년 08월 25일 00시,제주,27,2064,27,0,369.68,2,11079,2021-08-25 09:00:00.000,2021-09-16 10:11:33.897
2431,5738,2021년 08월 25일 00시,검역,12,5235,0,12,0.00,13,11078,2021-08-25 09:00:00.000,2021-09-16 10:11:33.897
2432,239277,2021년 08월 24일 00시,합계,1507,209181,1469,38,461.67,2228,11077,2021-08-24 09:00:00.000,2021-09-16 10:11:33.897
2433,75565,2021년 08월 24일 00시,서울,436,65742,428,8,781.56,574,11076,2021-08-24 09:00:00.000,2021-09-16 10:11:33.897
2434,10913,2021년 08월 24일 00시,부산,61,9388,58,3,321.73,136,11075,2021-08-24 09:00:00.000,2021-09-16 10:11:33.897
2435,13091,2021년 08월 24일 00시,대구,73,12270,72,1,541.32,224,11074,2021-08-24 09:00:00.000,2021-09-16 10:11:33.897
2436,11184,2021년 08월 24일 00시,인천,63,9825,62,1,380.04,73,11073,2021-08-24 09:00:00.000,2021-09-16 10:11:33.897
2437,3896,2021년 08월 24일 00시,광주,12,3612,12,0,268.68,25,11072,2021-08-24 09:00:00.000,2021-09-16 10:11:33.897
2438,5349,2021년 08월 24일 00시,대전,63,4374,63,0,365.40,34,11071,2021-08-24 09:00:00.000,2021-09-16 10:11:33.897
2439,3959,2021년 08월 24일 00시,울산,26,3528,26,0,348.50,41,11070,2021-08-24 09:00:00.000,2021-09-16 10:11:33.897
2440,928,2021년 08월 24일 00시,세종,7,852,7,0,260.80,1,11069,2021-08-24 09:00:00.000,2021-09-16 10:11:33.897
2441,67569,2021년 08월 24일 00시,경기,474,58282,469,5,503.23,726,11068,2021-08-24 09:00:00.000,2021-09-16 10:11:33.897
2442,5196,2021년 08월 24일 00시,강원,17,4779,16,1,336.78,59,11067,2021-08-24 09:00:00.000,2021-09-16 10:11:33.897
2443,4894,2021년 08월 24일 00시,충북,30,4315,30,0,305.72,72,11066,2021-08-24 09:00:00.000,2021-09-16 10:11:33.897
2444,6471,2021년 08월 24일 00시,충남,60,5392,60,0,305.09,51,11065,2021-08-24 09:00:00.000,2021-09-16 10:11:33.897
2445,3356,2021년 08월 24일 00시,전북,34,3000,33,1,186.02,60,11064,2021-08-24 09:00:00.000,2021-09-16 10:11:33.897
2446,2471,2021년 08월 24일 00시,전남,9,2213,7,2,133.46,19,11063,2021-08-24 09:00:00.000,2021-09-16 10:11:33.897
2447,6731,2021년 08월 24일 00시,경북,31,5962,28,3,255.02,88,11062,2021-08-24 09:00:00.000,2021-09-16 10:11:33.897
2448,9511,2021년 08월 24일 00시,경남,69,8437,68,1,284.74,30,11061,2021-08-24 09:00:00.000,2021-09-16 10:11:33.897
2449,2467,2021년 08월 24일 00시,제주,30,2018,30,0,365.68,2,11060,2021-08-24 09:00:00.000,2021-09-16 10:11:33.897
2450,5726,2021년 08월 24일 00시,검역,12,5192,0,12,0.00,13,11059,2021-08-24 09:00:00.000,2021-09-16 10:11:33.897
2451,237770,2021년 08월 23일 00시,합계,1417,207591,1370,47,458.76,2222,11058,2021-08-23 09:00:00.000,2021-09-16 10:11:33.897
2452,75129,2021년 08월 23일 00시,서울,388,65285,383,5,777.05,573,11057,2021-08-23 09:00:00.000,2021-09-16 10:11:33.897
2453,10852,2021년 08월 23일 00시,부산,63,9255,63,0,319.93,136,11056,2021-08-23 09:00:00.000,2021-09-16 10:11:33.897
2454,13018,2021년 08월 23일 00시,대구,57,12194,52,5,538.30,224,11055,2021-08-23 09:00:00.000,2021-09-16 10:11:33.897
2455,11121,2021년 08월 23일 00시,인천,78,9781,72,6,377.90,73,11054,2021-08-23 09:00:00.000,2021-09-16 10:11:33.897
2456,3884,2021년 08월 23일 00시,광주,33,3588,33,0,267.85,25,11053,2021-08-23 09:00:00.000,2021-09-16 10:11:33.897
2457,5286,2021년 08월 23일 00시,대전,30,4366,30,0,361.09,34,11052,2021-08-23 09:00:00.000,2021-09-16 10:11:33.897
2458,3933,2021년 08월 23일 00시,울산,37,3499,37,0,346.21,41,11051,2021-08-23 09:00:00.000,2021-09-16 10:11:33.897
2459,921,2021년 08월 23일 00시,세종,11,849,11,0,258.83,1,11050,2021-08-23 09:00:00.000,2021-09-16 10:11:33.897
2460,67095,2021년 08월 23일 00시,경기,396,57933,392,4,499.70,724,11049,2021-08-23 09:00:00.000,2021-09-16 10:11:33.897
2461,5179,2021년 08월 23일 00시,강원,26,4719,26,0,335.68,58,11048,2021-08-23 09:00:00.000,2021-09-16 10:11:33.897
2462,4864,2021년 08월 23일 00시,충북,43,4271,42,1,303.84,72,11047,2021-08-23 09:00:00.000,2021-09-16 10:11:33.897
2463,6411,2021년 08월 23일 00시,충남,68,5364,65,3,302.26,50,11046,2021-08-23 09:00:00.000,2021-09-16 10:11:33.897
2464,3322,2021년 08월 23일 00시,전북,36,2951,36,0,184.14,60,11045,2021-08-23 09:00:00.000,2021-09-16 10:11:33.897
2465,2462,2021년 08월 23일 00시,전남,10,2176,10,0,132.97,19,11044,2021-08-23 09:00:00.000,2021-09-16 10:11:33.897
2466,6700,2021년 08월 23일 00시,경북,35,5911,34,1,253.84,88,11043,2021-08-23 09:00:00.000,2021-09-16 10:11:33.897
2467,9442,2021년 08월 23일 00시,경남,54,8293,52,2,282.68,30,11042,2021-08-23 09:00:00.000,2021-09-16 10:11:33.897
2468,2437,2021년 08월 23일 00시,제주,32,1965,32,0,361.23,1,11041,2021-08-23 09:00:00.000,2021-09-16 10:11:33.897
2469,5714,2021년 08월 23일 00시,검역,20,5191,0,20,0.00,13,11040,2021-08-23 09:00:00.000,2021-09-16 10:11:33.897
2470,236353,2021년 08월 22일 00시,합계,1626,206263,1588,38,456.02,2215,11039,2021-08-22 09:00:00.000,2021-09-16 10:11:33.897
2471,74741,2021년 08월 22일 00시,서울,497,64796,492,5,773.04,571,11038,2021-08-22 09:00:00.000,2021-09-16 10:11:33.897
2472,10789,2021년 08월 22일 00시,부산,113,9116,110,3,318.08,136,11037,2021-08-22 09:00:00.000,2021-09-16 10:11:33.897
2473,12961,2021년 08월 22일 00시,대구,51,12152,50,1,535.94,224,11036,2021-08-22 09:00:00.000,2021-09-16 10:11:33.897
2474,11043,2021년 08월 22일 00시,인천,66,9707,64,2,375.25,73,11035,2021-08-22 09:00:00.000,2021-09-16 10:11:33.897
2475,3851,2021년 08월 22일 00시,광주,22,3579,22,0,265.57,25,11034,2021-08-22 09:00:00.000,2021-09-16 10:11:33.897
2476,5256,2021년 08월 22일 00시,대전,23,4349,23,0,359.05,34,11033,2021-08-22 09:00:00.000,2021-09-16 10:11:33.897
2477,3896,2021년 08월 22일 00시,울산,36,3478,36,0,342.95,41,11032,2021-08-22 09:00:00.000,2021-09-16 10:11:33.897
2478,910,2021년 08월 22일 00시,세종,1,839,1,0,255.74,1,11031,2021-08-22 09:00:00.000,2021-09-16 10:11:33.897
2479,66699,2021년 08월 22일 00시,경기,524,57697,513,11,496.75,721,11030,2021-08-22 09:00:00.000,2021-09-16 10:11:33.897
2480,5153,2021년 08월 22일 00시,강원,15,4702,14,1,333.99,58,11029,2021-08-22 09:00:00.000,2021-09-16 10:11:33.897
2481,4821,2021년 08월 22일 00시,충북,46,4238,45,1,301.15,72,11028,2021-08-22 09:00:00.000,2021-09-16 10:11:33.897
2482,6343,2021년 08월 22일 00시,충남,51,5345,50,1,299.05,50,11027,2021-08-22 09:00:00.000,2021-09-16 10:11:33.897
2483,3286,2021년 08월 22일 00시,전북,21,2935,20,1,182.14,60,11026,2021-08-22 09:00:00.000,2021-09-16 10:11:33.897
2484,2452,2021년 08월 22일 00시,전남,9,2160,9,0,132.43,19,11025,2021-08-22 09:00:00.000,2021-09-16 10:11:33.897
2485,6665,2021년 08월 22일 00시,경북,50,5857,48,2,252.52,88,11024,2021-08-22 09:00:00.000,2021-09-16 10:11:33.897
2486,9388,2021년 08월 22일 00시,경남,57,8191,56,1,281.06,28,11023,2021-08-22 09:00:00.000,2021-09-16 10:11:33.897
2487,2405,2021년 08월 22일 00시,제주,35,1931,35,0,356.49,1,11022,2021-08-22 09:00:00.000,2021-09-16 10:11:33.897
2488,5694,2021년 08월 22일 00시,검역,9,5191,0,9,0.00,13,11021,2021-08-22 09:00:00.000,2021-09-16 10:11:33.897
2489,234727,2021년 08월 21일 00시,합계,1877,204501,1812,65,452.89,2202,11020,2021-08-21 09:00:00.000,2021-09-16 10:11:33.897
2490,74244,2021년 08월 21일 00시,서울,525,64437,518,7,767.90,567,11019,2021-08-21 09:00:00.000,2021-09-16 10:11:33.897
2491,10676,2021년 08월 21일 00시,부산,86,8982,86,0,314.75,135,11018,2021-08-21 09:00:00.000,2021-09-16 10:11:33.897
2492,12910,2021년 08월 21일 00시,대구,34,12105,31,3,533.84,223,11017,2021-08-21 09:00:00.000,2021-09-16 10:11:33.897
2493,10977,2021년 08월 21일 00시,인천,92,9651,90,2,373.01,73,11016,2021-08-21 09:00:00.000,2021-09-16 10:11:33.897
2494,3829,2021년 08월 21일 00시,광주,27,3571,27,0,264.06,25,11015,2021-08-21 09:00:00.000,2021-09-16 10:11:33.897
2495,5233,2021년 08월 21일 00시,대전,28,4242,28,0,357.47,34,11014,2021-08-21 09:00:00.000,2021-09-16 10:11:33.897
2496,3860,2021년 08월 21일 00시,울산,27,3443,27,0,339.78,41,11013,2021-08-21 09:00:00.000,2021-09-16 10:11:33.897
2497,909,2021년 08월 21일 00시,세종,2,826,2,0,255.46,1,11012,2021-08-21 09:00:00.000,2021-09-16 10:11:33.897
2498,66175,2021년 08월 21일 00시,경기,599,57031,584,15,492.85,716,11011,2021-08-21 09:00:00.000,2021-09-16 10:11:33.897
2499,5138,2021년 08월 21일 00시,강원,40,4685,40,0,333.02,58,11010,2021-08-21 09:00:00.000,2021-09-16 10:11:33.897
2500,4775,2021년 08월 21일 00시,충북,41,4179,37,4,298.28,72,11009,2021-08-21 09:00:00.000,2021-09-16 10:11:33.897
2501,6292,2021년 08월 21일 00시,충남,75,5315,65,10,296.65,49,11008,2021-08-21 09:00:00.000,2021-09-16 10:11:33.897
2502,3265,2021년 08월 21일 00시,전북,24,2916,24,0,180.98,60,11007,2021-08-21 09:00:00.000,2021-09-16 10:11:33.897
2503,2443,2021년 08월 21일 00시,전남,15,2129,15,0,131.94,19,11006,2021-08-21 09:00:00.000,2021-09-16 10:11:33.897
2504,6615,2021년 08월 21일 00시,경북,111,5799,109,2,250.62,88,11005,2021-08-21 09:00:00.000,2021-09-16 10:11:33.897
2505,9331,2021년 08월 21일 00시,경남,79,8092,78,1,279.35,27,11004,2021-08-21 09:00:00.000,2021-09-16 10:11:33.897
2506,2370,2021년 08월 21일 00시,제주,52,1907,51,1,351.30,1,11003,2021-08-21 09:00:00.000,2021-09-16 10:11:33.897
2507,5685,2021년 08월 21일 00시,검역,20,5191,0,20,0.00,13,11002,2021-08-21 09:00:00.000,2021-09-16 10:11:33.897
2508,232850,2021년 08월 20일 00시,합계,2050,202757,2000,50,449.27,2197,11001,2021-08-20 09:00:00.000,2021-09-16 10:11:33.897
2509,73719,2021년 08월 20일 00시,서울,554,63958,548,6,762.47,566,11000,2021-08-20 09:00:00.000,2021-09-16 10:11:33.897
2510,10590,2021년 08월 20일 00시,부산,132,8847,131,1,312.21,134,10999,2021-08-20 09:00:00.000,2021-09-16 10:11:33.897
2511,12876,2021년 08월 20일 00시,대구,39,12048,39,0,532.43,223,10998,2021-08-20 09:00:00.000,2021-09-16 10:11:33.897
2512,10885,2021년 08월 20일 00시,인천,120,9510,117,3,369.88,73,10997,2021-08-20 09:00:00.000,2021-09-16 10:11:33.897
2513,3802,2021년 08월 20일 00시,광주,22,3551,22,0,262.20,25,10996,2021-08-20 09:00:00.000,2021-09-16 10:11:33.897
2514,5205,2021년 08월 20일 00시,대전,58,4207,58,0,355.56,33,10995,2021-08-20 09:00:00.000,2021-09-16 10:11:33.897
2515,3833,2021년 08월 20일 00시,울산,30,3411,28,2,337.41,41,10994,2021-08-20 09:00:00.000,2021-09-16 10:11:33.897
2516,907,2021년 08월 20일 00시,세종,13,816,13,0,254.90,1,10993,2021-08-20 09:00:00.000,2021-09-16 10:11:33.897
2517,65576,2021년 08월 20일 00시,경기,645,56691,633,12,488.39,715,10992,2021-08-20 09:00:00.000,2021-09-16 10:11:33.897
2518,5098,2021년 08월 20일 00시,강원,28,4662,26,2,330.43,58,10991,2021-08-20 09:00:00.000,2021-09-16 10:11:33.897
2519,4734,2021년 08월 20일 00시,충북,44,4107,44,0,295.72,72,10990,2021-08-20 09:00:00.000,2021-09-16 10:11:33.897
2520,6217,2021년 08월 20일 00시,충남,76,5245,71,5,293.11,49,10989,2021-08-20 09:00:00.000,2021-09-16 10:11:33.897
2521,3241,2021년 08월 20일 00시,전북,40,2885,39,1,179.65,60,10988,2021-08-20 09:00:00.000,2021-09-16 10:11:33.897
2522,2428,2021년 08월 20일 00시,전남,23,2112,23,0,131.13,19,10987,2021-08-20 09:00:00.000,2021-09-16 10:11:33.897
2523,6504,2021년 08월 20일 00시,경북,67,5725,64,3,246.42,88,10986,2021-08-20 09:00:00.000,2021-09-16 10:11:33.897
2524,9252,2021년 08월 20일 00시,경남,90,7940,88,2,276.99,26,10985,2021-08-20 09:00:00.000,2021-09-16 10:11:33.897
2525,2318,2021년 08월 20일 00시,제주,56,1880,56,0,343.59,1,10984,2021-08-20 09:00:00.000,2021-09-16 10:11:33.897
2526,5665,2021년 08월 20일 00시,검역,13,5162,0,13,0.00,13,10983,2021-08-20 09:00:00.000,2021-09-16 10:11:33.897
2527,230800,2021년 08월 19일 00시,합계,2152,201216,2114,38,445.31,2191,10982,2021-08-19 09:00:00.000,2021-09-16 10:11:33.897
2528,73165,2021년 08월 19일 00시,서울,575,63453,570,5,756.74,564,10981,2021-08-19 09:00:00.000,2021-09-16 10:11:33.897
2529,10458,2021년 08월 19일 00시,부산,138,8739,136,2,308.32,134,10980,2021-08-19 09:00:00.000,2021-09-16 10:11:33.897
2530,12837,2021년 08월 19일 00시,대구,52,11956,52,0,530.82,223,10979,2021-08-19 09:00:00.000,2021-09-16 10:11:33.897
2531,10765,2021년 08월 19일 00시,인천,153,9439,153,0,365.80,73,10978,2021-08-19 09:00:00.000,2021-09-16 10:11:33.897
2532,3780,2021년 08월 19일 00시,광주,22,3535,22,0,260.68,24,10977,2021-08-19 09:00:00.000,2021-09-16 10:11:33.897
2533,5147,2021년 08월 19일 00시,대전,49,4184,49,0,351.60,33,10976,2021-08-19 09:00:00.000,2021-09-16 10:11:33.897
